,label,indices
15937,Mathematical expressions and algebraic reasoning,[]
15956,Mathematical equality and balance relationships,[]
15963,Mathematical modeling and constraint propagation,[]
15964,Mathematical and geometric relationships,[]
15970,Mathematical expressions and algebraic notation,[]
15980,end of detailed algorithmic explanation,[]
15982,Programming problem-solving concepts,[]
15990,Mathematical division operations in explanations,[]
16029,Mathematical calculation and reasoning,[]
16052,Integer values and decimal points in mathematical contexts,[]
16054,The number 1 in problem-solving contexts,[]
16056,Mathematical reasoning and calculation,[]
16061,Mathematical variables and symbols in equations,[]
16079,Mathematical notation in programming problems,[]
16114,Reasoning that mathematical operations work because values are positive,[]
16115,Mathematical reasoning and problem solving,[]
16122,Explaining algorithmic approaches and computational methods,[]
16124,Sum of elements in mathematical contexts,[]
16126,Mathematical expressions and equation syntax,[]
16162,Mathematical reasoning about numerical values,[]
16199,Algorithmic problem solving explanations,[]
16206,Mathematical reasoning and step-by-step calculations,[]
16210,Intermediate calculation values in mathematical reasoning,[]
16211,Mathematical elements and their relationships in formal reasoning,[]
16213,Mathematical calculation operations,[]
16220,Mathematical reasoning about sums and additive relationships,[]
16234,Mathematical powers and exponentiation in algorithms,"[4132, 10, 6, 2474, 8089, 1349, 4228, 3149, 7, 10288]"
16247,Spatial and mathematical dimensions,"[5, 46, 4, 416, 4, 130, 8284, 89, 7750, 23]"
16257,Mathematical transformation concepts,[]
16270,Structured step-by-step explanations in mathematical or computational contexts,"[2937, 5396, 7200, 1611, 1650, 5022, 1038, 4346, 3742, 11279]"
16284,Explaining algorithmic approaches and solutions,"[2549, 11265, 5649, 5559, 2224, 5539, 2719, 10144, 3177, 3591]"
16318,Mathematical addition operations,"[1095, 1420, 10489, 1625, 2123, 6684, 3700, 2133, 800, 6486]"
16332,Exploring alternative possibilities in mathematical reasoning,"[1391, 7098, 2644, 2722, 919, 702, 9412, 1240, 1220, 2020]"
16333,Mathematical variables in equations and algorithms,"[2927, 12510, 3495, 813, 1271, 1268, 799, 1550, 1451, 7580]"
16345,Mathematical comparisons and operations,"[4915, 4195, 13785, 4603, 8576, 7284, 5168, 6240, 2463, 12373]"
16360,Conceptual groupings and subdivisions in algorithms and data structures,"[2478, 2779, 3122, 9029, 1880, 3958, 8012, 9515, 3792, 1049]"
16368,Mathematical variables in algorithmic descriptions,"[2070, 8991, 4754, 3445, 2406, 7856, 8368, 4702, 11769, 3754]"
16373,Mathematical problem solving,"[1685, 3230, 2493, 2526, 6090, 9893, 6704, 4459, 5912, 11860]"
16419,Mathematical explanation structure and formatting,"[750, 1273, 17282, 421, 610, 3150, 2009, 541, 5544, 587]"
16443,Programming problem-solving explanations,"[597, 3091, 1809, 15854, 6299, 14093, 16375, 3300, 2204, 16140]"
16458,Mathematical reasoning and equation solving,"[9358, 11929, 6843, 3211, 6345, 1833, 4962, 4568, 3690, 6200]"
16459,Algorithm explanation in programming contexts,"[96, 1737, 160, 293, 118, 4968, 5759, 11220, 375, 12086]"
16468,Mathematical fractions and fractional concepts,"[1118, 6, 13932, 7434, 4, 12620, 4, 1362, 1247, 2389]"
16482,Mathematical reasoning in competitive programming explanations,"[3703, 3626, 7901, 1351, 3558, 5893, 2344, 1461, 1758, 3704]"
16489,Transitional phrases in mathematical reasoning,"[745, 1214, 1526, 821, 1436, 302, 977, 481, 434, 9403]"
16491,matrix-related mathematical descriptions,"[11, 6, 12, 7, 5717, 7, 24, 466, 13728, 7]"
16503,Mathematical expressions with variable assignments and arithmetic operations,"[2764, 2453, 7060, 2785, 9591, 9487, 8300, 5955, 8802, 2423]"
16515,Numbers in programming and mathematical contexts,"[2238, 3039, 4437, 14365, 13791, 10751, 1213, 1425, 1311, 13668]"
16518,Mathematical set notation and formal reasoning,"[5014, 9787, 2040, 9662, 3936, 13058, 57, 1462, 8861, 10759]"
16548,Mathematical problem-solving in geometry and calculus,"[9462, 15382, 6102, 13160, 11963, 6297, 12027, 6069, 13208, 9005]"
16554,Mathematical and programming variables,"[930, 1552, 939, 2957, 9947, 7412, 1125, 9705, 9092, 648]"
16555,Mathematical reasoning and algorithms,"[14257, 17637, 7648, 12320, 6563, 8429, 11710, 10343, 10091, 8665]"
16557,Mathematical reasoning and calculation steps,"[7141, 10527, 13845, 2049, 12884, 6507, 1454, 12896, 1262, 1010]"
16561,Time units in mathematical problems,"[106, 713, 900, 96, 519, 876, 1457, 3009, 161, 5645]"
16564,Mathematical variable values in problem solving,"[2519, 2923, 1419, 8523, 2073, 1051, 3489, 1043, 2087, 14132]"
16576,Addition and subtraction operations in mathematical contexts,"[12987, 9352, 1437, 6125, 1806, 6486, 3116, 15372, 1957, 1921]"
16582,Mathematical reasoning through simplified examples,"[580, 734, 581, 785, 1205, 1204, 3561, 7606, 891, 1722]"
16593,Periods in mathematical reasoning,"[225, 250, 1108, 266, 215, 194, 195, 231, 172, 221]"
16607,Multiplication operations in programming and mathematics,"[6306, 4346, 5339, 1609, 8277, 3890, 16910, 4813, 7344, 2154]"
16640,step-by-step mathematical reasoning,"[4910, 9571, 3849, 7035, 6442, 2129, 7651, 3850, 714, 1185]"
16652,Logical relationships and connections between concepts,"[13340, 473, 4834, 18326, 14856, 17898, 468, 132, 2833, 4443]"
16660,Algorithmic problem-solving explanations,"[1654, 5234, 2946, 7290, 9248, 15156, 11199, 7000, 9948, 1226]"
16675,Mathematical notation and problem-solving,"[432, 5757, 4246, 554, 14, 33, 4474, 8078, 553, 119]"
16684,Detailed problem-solving in mathematical and algorithmic contexts,"[12816, 8443, 19891, 5255, 11455, 5178, 2614, 7341, 13058, 15668]"
16689,Mathematical addition operations,"[7338, 4745, 6509, 2273, 9483, 1241, 9207, 233, 9169, 2625]"
16699,Definitions and explanations of puzzles and problem-solving,"[23, 24, 35, 60, 61, 25, 32, 26, 33, 38]"
16719,Detailed algorithmic problem-solving explanations,"[12151, 8419, 19296, 12955, 7082, 10595, 1373, 14156, 10815, 8037]"
16755,Mathematical operations and arithmetic,"[787, 623, 1499, 281, 211, 493, 3796, 319, 894, 991]"
16766,End of detailed explanation,"[2954, 1810, 1291, 5307, 2652, 4166, 8482, 330, 2732, 4204]"
16784,Mathematical operations in algorithm explanations,"[9013, 9882, 10660, 12883, 14827, 9014, 6437, 7704, 16480, 12895]"
16794,Programming problem explanations,"[834, 4303, 4787, 497, 5406, 220, 1623, 667, 3728, 1931]"
16798,Mathematical and algorithmic reasoning,"[9069, 51, 186, 2430, 54, 66, 2534, 130, 2535, 332]"
16814,Parenthetical expressions in mathematical explanations,"[2519, 9827, 4133, 14817, 9044, 7520, 3235, 1256, 7047, 10799]"
16818,Geometric relationships and connections between objects,"[4586, 12153, 1819, 5641, 2809, 4547, 7526, 5726, 5808, 14585]"
16819,Dynamic programming and mathematical optimization algorithms,"[13165, 2980, 6531, 3593, 1783, 2653, 11402, 3937, 6322, 4384]"
16839,Mathematical equations and line descriptions,"[5355, 2117, 9998, 1441, 1091, 2659, 2664, 1222, 18333, 1295]"
16848,Minimization and optimization concepts,"[4336, 1795, 2841, 2228, 8622, 6965, 7548, 3476, 5609, 5095]"
16871,Numerical values in mathematical reasoning,"[2650, 2616, 7319, 1499, 2445, 1662, 1164, 1422, 757, 2088]"
16882,Mathematical and programming symbols,"[170, 67, 33, 66, 254, 216, 112, 26, 280, 34]"
16891,Addition operations in mathematical contexts,"[378, 248, 250, 1072, 682, 132, 6030, 7911, 250, 636]"
16898,mathematical classification and set membership,"[57, 55, 56, 54, 173, 112, 55, 39, 107, 211]"
16903,multiplication operations in mathematical explanations,"[892, 3609, 2065, 8383, 5667, 1069, 1511, 1033, 1512, 782]"
16923,Algorithm explanation in educational format,"[1357, 8505, 9600, 9144, 5457, 1825, 724, 10383, 6180, 6259]"
16935,Computational geometry and mathematical structures,"[7980, 330, 159, 5089, 712, 1477, 7618, 422, 1356, 1369]"
16938,Algorithm explanation mode,"[7660, 5089, 10360, 10381, 5494, 3400, 6904, 8136, 14595, 5482]"
16947,Numbers used in mathematical calculations,"[1061, 1342, 1352, 969, 5916, 1056, 580, 1977, 1969, 3267]"
16954,Mathematical notation and expressions,"[7015, 2957, 6265, 4418, 6251, 3904, 503, 7016, 10590, 6201]"
16959,logarithm operations in mathematical contexts,"[2700, 7758, 13383, 9183, 4716, 9227, 3592, 11794, 6582, 11383]"
16962,Final answer declaration in mathematical problems,"[2333, 970, 1504, 1754, 1322, 1426, 702, 1354, 744, 997]"
16965,Mathematical variables and notation in algorithmic explanations,"[7827, 6177, 3182, 2863, 7882, 7488, 2573, 4772, 10671, 7227]"
16981,Mathematical calculations and notation,"[800, 17, 13802, 771, 2336, 10250, 9971, 232, 328, 1270]"
16986,mathematical reasoning,"[2126, 11580, 7404, 5348, 16667, 6462, 17345, 10540, 9919, 3245]"
17052,Mathematical problem-solving and equation analysis,"[3504, 2789, 9933, 7290, 9160, 6360, 12876, 3862, 982, 13780]"
17082,Formal definition markers in mathematical problems,"[117, 133, 151, 64, 298, 104, 137, 137, 181, 204]"
17099,Mathematical relationship notation,"[1199, 91, 48, 539, 466, 707, 9321, 1311, 96, 12723]"
17134,Price and cost-related concepts,"[13, 549, 4, 5, 13, 232, 10769, 5840, 763, 1181]"
17144,computational problem size and grouping concepts,"[10287, 7114, 4020, 9269, 13068, 8667, 6272, 1263, 19167, 3214]"
17156,Mathematical and programming operators,"[7729, 5641, 15956, 10279, 15122, 21090, 22485, 15472, 1924, 5498]"
17157,Mathematical operations and comparisons,"[14885, 1276, 710, 15316, 478, 9060, 1071, 1241, 1111, 7205]"
17165,Mathematical problem-solving,"[8292, 7858, 13794, 1296, 1332, 2439, 2176, 5564, 13481, 1254]"
17169,Linear algebra and linear mathematical concepts,"[15061, 4440, 6934, 1656, 1714, 16953, 7733, 3615, 1806, 2015]"
17180,Technical explanation introductory phrases,"[11967, 13949, 19792, 19974, 14136, 12631, 18136, 11968, 18386, 10203]"
17184,Mathematical calculation and step-by-step numerical reasoning,"[5448, 2883, 5447, 9017, 9556, 3185, 1489, 9683, 1836, 3016]"
17207,Mathematical divisibility concepts,"[571, 1673, 4127, 170, 1252, 9088, 6130, 4237, 323, 14987]"
17229,Mathematical optimization and calculus concepts,"[1648, 3473, 4780, 3632, 2218, 3746, 3630, 2874, 2369, 3795]"
17230,Programming problem solution explanations,"[16166, 9919, 10125, 7307, 12626, 14438, 7699, 10866, 16269, 9161]"
17237,Mathematical reasoning with integer variable assignments,"[423, 1608, 359, 966, 352, 6328, 824, 479, 9129, 542]"
17246,Algorithm explanation and problem-solving reasoning,"[6870, 5980, 1024, 8857, 1951, 1965, 5340, 2420, 8597, 10624]"
17250,Algorithmic problem solution explanations,"[4762, 2005, 2086, 4060, 8376, 5226, 8372, 12002, 16054, 11561]"
17255,Mathematical reasoning in algorithmic problem solving,"[13196, 4928, 3186, 7358, 1704, 17366, 14744, 4190, 6198, 7060]"
17269,Mathematical calculation and arithmetic reasoning,"[3013, 6206, 549, 1749, 907, 8326, 10950, 8669, 11930, 1922]"
17274,Graph theory concepts and terminology,"[3547, 12107, 8756, 946, 3728, 1324, 1959, 2755, 1519, 671]"
17282,Mathematical operations and expressions,"[12171, 7691, 4566, 4738, 12367, 2683, 7814, 1467, 7842, 1008]"
17288,Technical and mathematical terminology,"[1995, 134, 837, 1257, 583, 3502, 296, 617, 765, 14912]"
17290,Variable references in programming and mathematics,"[11, 10, 2450, 13063, 8152, 8685, 17760, 21510, 7126, 8631]"
17313,Mathematical expressions and calculations,"[333, 5222, 3593, 3086, 3798, 3602, 2233, 3584, 1713, 1186]"
17399,mathematical and structural properties,"[6198, 14573, 8646, 1516, 1937, 139, 212, 118, 5718, 1940]"
17402,Mathematical notation in physics and collision detection problems,"[3183, 5546, 5765, 1279, 5522, 1803, 3061, 1201, 5560, 3702]"
17414,Mathematical reasoning and equation solving,"[11763, 9483, 3613, 2102, 2304, 6119, 9622, 4939, 14145, 1807]"
17420,Mathematical variables in equations and formulas,"[3383, 1247, 701, 1209, 776, 5024, 360, 1265, 742, 16172]"
17421,Mathematical problem-solving and algorithmic reasoning,"[506, 414, 425, 475, 562, 300, 421, 300, 425, 397]"
17441,Mathematical perfection concepts,"[7280, 82, 8886, 9733, 14, 1198, 10885, 6, 10, 1787]"
17447,Algorithmic problem-solving insight,"[6173, 4703, 4226, 4700, 9541, 11141, 7354, 3368, 1939, 7403]"
17459,Programming syntax and mathematical notation,"[11382, 7063, 4083, 9992, 3004, 5487, 5641, 7754, 4541, 3717]"
17464,Algorithm problem-solving explanations,"[12995, 2366, 10885, 8052, 336, 14898, 16956, 18240, 14382, 18629]"
17498,Variables and parameters in programming/mathematical contexts,"[2700, 2134, 3780, 8276, 1930, 8736, 5641, 10316, 11031, 11788]"
17502,Mathematical problem-solving and logical reasoning,"[1325, 1314, 8594, 4343, 3123, 613, 8687, 2259, 2768, 2274]"
17506,Algorithm explanation and computational problem-solving,"[68, 68, 10689, 159, 132, 245, 6599, 425, 117, 425]"
17508,Explaining what needs to be calculated or determined,"[464, 288, 378, 410, 598, 152, 137, 164, 311, 123]"
17513,Algorithm explanations,"[3059, 4020, 4950, 5024, 3584, 2516, 2204, 2038, 4970, 8805]"
17515,Mathematical relationship explanations,"[915, 705, 285, 175, 15696, 1653, 2911, 10440, 173, 158]"
17523,Explaining algorithmic problem solutions,"[5392, 5079, 12618, 12293, 5579, 2642, 6552, 8930, 10252, 14313]"
17526,Computational geometry concepts,"[3631, 1155, 3053, 5942, 1410, 1321, 1553, 3901, 4336, 10750]"
17528,Algorithmic problem solving explanations,"[622, 333, 194, 620, 333, 701, 401, 557, 393, 468]"
17532,Mathematical distance calculations,"[5632, 861, 669, 10687, 4357, 1128, 1021, 715, 13545, 8028]"
17540,Mathematical problem-solving concepts,"[5056, 2439, 5280, 20252, 9342, 20126, 14750, 8277, 8278, 2896]"
17547,Mathematical operations and calculations,"[4424, 1481, 9638, 1504, 2716, 2388, 2878, 7486, 3175, 800]"
17551,Detailed algorithmic problem-solving explanations,"[1067, 495, 331, 197, 415, 2671, 1116, 3714, 370, 493]"
17557,Mathematical subtraction operations,"[514, 145, 5191, 15858, 12666, 7187, 755, 1105, 3132, 13488]"
17559,Mathematical calculation and formula application,"[2543, 14652, 16915, 2536, 1254, 1887, 3282, 1119, 2555, 3241]"
17564,Mathematical addition operations,"[5888, 7298, 8698, 10201, 5232, 1219, 4911, 2171, 1349, 566]"
17566,Mathematical pattern recognition in sequences,"[65, 685, 243, 1067, 1700, 1252, 3932, 421, 1744, 1720]"
17568,mathematical reasoning,"[1178, 1850, 1594, 2855, 10847, 1525, 7047, 1000, 3798, 928]"
17586,Mathematical notation and equations,"[5805, 6313, 4744, 6940, 11222, 5462, 1150, 1429, 4707, 8313]"
17603,Numbers around 101 in mathematical contexts,"[382, 20, 11945, 181, 592, 11, 6332, 480, 31, 1924]"
17612,Mathematical operations yielding results in formal contexts,"[1758, 1832, 2371, 5109, 5061, 3817, 2840, 1538, 2461, 926]"
17627,multiplicative mathematical operations and concepts,[]
17678,Mathematical formula explanation and derivation in problem solving,[]
17681,Mathematical and numerical tokens,[]
17682,Mathematical operations and notation,[]
17700,Mathematical problem-solving and numerical calculations,"[1188, 1188, 225, 1111, 156, 1111, 38, 38, 154, 342]"
17701,Mathematical notation and symbols in explanations,"[181, 194, 1536, 3598, 1010, 2837, 4361, 5200, 841, 449]"
17702,Programming problem-solving explanations,"[2173, 1186, 1522, 17009, 16938, 21129, 15955, 20156, 14466, 1934]"
17706,Mathematical addition operations,"[9471, 2115, 4855, 7120, 828, 13462, 7839, 1224, 7053, 1542]"
17727,Small integers in mathematical contexts,[]
17729,Algorithmic reasoning and solution explanation,[]
17735,Mathematical reasoning and calculation steps,[]
17764,Mathematical reasoning and explanation,[]
17799,Mathematical relationship explanations,[]
17804,Mathematical reasoning and algebraic manipulation,[]
17815,Mathematical calculation transitions in problem solving,[]
17847,Variable possibility and potential values in programming explanations,[]
17848,Detailed algorithmic problem-solving explanations,[]
17860,Algorithmic problem-solving explanations,[]
17865,Mathematical summation in computational contexts,[]
17881,Numbers in programming and mathematical contexts,[]
17893,Mathematical expression references in explanations,[]
17922,Mathematical addition operations,[]
17940,Critical points and threshold values in mathematical reasoning,[]
17943,Mathematical multiplication and calculation syntax,[]
17957,"Mathematical calculation, especially addition operations",[]
17972,Mathematical equality and operations,[]
18010,Problem-solving explanation patterns,[]
18018,Technical problem-solving and algorithm explanation,[]
18031,Solution approach introduction in mathematical/programming problems,[]
18032,Phrases about summation operations,[]
18037,Numbers representing solutions or key values in mathematical reasoning,[]
18041,operators in programming and mathematical expressions,[]
18043,Example explanation in problem statements,[]
18047,Mathematical reasoning about computing sums and totals,[]
18055,Mathematical reasoning and algorithmic processes,[]
18061,Filtering possibilities in mathematical reasoning,[]
18076,Algorithmic problem-solving explanations,[]
18080,Mathematical notation and operations,[]
18092,Mathematical calculations and numerical operations,[]
18098,mathematical operations in programming code,[]
18105,Variable 'k' in programming and mathematical contexts,[]
18111,Mathematical and computational problem parameters,[]
18124,Small integers (1-3) in mathematical and programming contexts,[]
18129,Explaining programming solutions and algorithms,[]
18138,Mathematical variables and parameters,[]
18144,mathematical symbols and notation,[]
18148,Variable assignment and numerical calculation in algorithmic reasoning,[]
18162,Technical terminology in algorithms and mathematics,[]
18177,The user is presenting a math problem,[]
18179,Mathematical problem-solving and calculation,[]
18183,Mathematical explanations and definitions,[]
18187,mathematical reasoning and algorithmic analysis,[]
18191,Sequential mathematical operations and procedural steps,[]
18196,Logical implication in mathematical reasoning,[]
18201,Numbers in mathematical calculations,[]
18207,Algorithm explanation and computational problem-solving,[]
18221,Algorithm explanation with concrete examples,[]
18223,Numerical sequences in algorithm explanations,[]
18224,Mathematical operations and conditionals in algorithms,[]
18226,Programming problem solving and algorithm explanation,[]
18246,Mathematical calculation steps,[]
18247,Variable assignment and calculation in programming explanations,[]
18252,Numbers and mathematical symbols in calculations,[]
18255,Mathematical problem-solving and algorithm analysis,[]
18278,Mathematical quantities and dimensions,[]
18291,Math problem solving,[]
18339,Algorithmic problem-solving concepts and data structures,[]
18365,Mathematical equations and programming assignments,[]
18366,Multiplication operations in code and mathematical explanations,[]
18396,The number 11 in mathematical contexts,"[440, 440, 913, 78, 186, 217, 12, 21, 815, 530]"
18405,Complexity or complexity-related concepts,[]
18406,Algorithm explanation conclusions,[]
18466,Mathematical reasoning and formula processing,[]
18481,Mathematical expressions and equations,[]
18488,Mathematical tokens in programming contexts,[]
18489,Integer division in mathematical explanations,[]
18491,Code syntax for mathematical operations,[]
18493,Multiplication operations in mathematical reasoning,[]
18514,Algorithm explanation terminology,[]
18517,Mathematical operations and exponents,"[1149, 3297, 2968, 1434, 1873, 2368, 1989, 10472, 3858, 3445]"
18531,Reasoning about math problems,[]
18540,Math operations in programming languages,[]
18544,Mathematical reasoning in algorithmic problem solving,[]
18554,"Mathematical operations, especially addition and subtraction",[]
18563,Mathematical problem-solving calculations,[]
18567,Mathematical relationships and differences between values,[]
18576,Examples in explanations,[]
18586,Logical reasoning and mathematical problem solving,[]
18591,Mathematical notation and problem-solving,[]
18593,Line equation explanations in mathematical contexts,[]
18595,Mathematical symbol manipulation,[]
18601,mathematical relationships and constraints between variables,[]
18612,Mathematical reasoning and calculation steps,[]
18619,Mathematical multiplication operations,[]
18632,Algorithm problem-solving through mathematical thinking,[]
18634,mathematical reasoning and step-by-step problem solving,[]
18666,The definite article in mathematical and algorithmic explanations,[]
18669,Algorithm implementation details and mathematical operations,[]
18675,Algorithms and data structures explanations,[]
18679,Mathematical subtraction operations,[]
18685,Mathematical problem-solving in algorithms,[]
18689,Mathematical operators and variable assignments in programming code,[]
18713,Mathematical expressions and algebraic operations,[]
18717,Mathematical algorithm implementation in code,[]
18723,Mathematical and logical reasoning in problem-solving,[]
18725,Mathematical necessity or required steps in problem-solving,[]
18752,Mathematical calculations and arithmetic operations,[]
18760,Mathematical calculation steps,[]
18765,Small integers in mathematical contexts,[]
18767,Algorithm explanation in programming contexts,[]
18785,Mathematical reasoning and step-by-step calculations,[]
18794,Algebraic substitution in mathematical reasoning,[]
18817,Problem-solving thought process in mathematical programming,[]
18824,mathematical formula explanations,[]
18830,Mathematical subtraction operations in algorithms,[]
18833,Mathematical expressions and equations,[]
18866,Mathematical problem-solving reasoning,[]
18875,mathematical numbers and notation,[]
18890,Mathematical operations in algorithmic problem-solving,[]
18904,Mathematical problem-solving,"[10, 2282, 118, 4868, 668, 11, 8, 53, 10, 231]"
18935,Plural nouns in mathematical contexts,[]
18940,Mathematical reasoning with small integers,[]
18968,binary mathematical property detection,[]
18974,Explaining algorithmic or mathematical problem-solving steps,[]
18984,Mathematical problem-solving and algorithm design,[]
19004,Mathematical operations and calculations,[]
19011,Phrases describing measurement or quantity of objects,[]
19017,Mathematical reasoning and algebraic manipulation,[]
19018,Algorithm explanation patterns in computational problems,[]
19029,Mathematical equality or property assertion,[]
19036,Mathematical algorithm explanation,[]
19073,Mathematical calculations and equation solving,[]
19075,Graph theory explanations,[]
19078,Algorithm explanation in programming,[]
19085,Negative numbers in computational contexts,[]
19090,Mathematical notation and formal expressions,[]
19098,Definitional phrases for data structures and concepts,[]
19102,mathematical subtraction operations,[]
19114,Algorithm problem solving explanations,[]
19117,Algorithmic explanations in programming problems,[]
19146,Introduction of technical definitions or explanations,[]
19149,Mathematical calculation steps and operations,[]
19150,Mathematical problem-solving reasoning,[]
19152,Mathematical reasoning and calculation,[]
19154,Large number components in mathematical text,[]
19160,Mathematical algorithm problem solving,[]
19190,Composite numbers in mathematical contexts,[]
19204,Numbers in mathematical calculations,[]
19208,Algorithm explanation in programming solutions,[]
19220,Sum calculation tokens in mathematical reasoning,[]
19222,Algorithmic problem-solving explanations,[]
19229,Mathematical problem statement formalism,[]
19241,Mathematical expressions and calculations,[]
19252,Algorithmic problem-solving explanations,[]
19257,Mathematical variable references,[]
19268,Mathematical problem-solving reasoning,[]
19271,Mathematical expressions with variables and operations,[]
19272,Mathematical equivalence explanations,[]
19279,Algorithm explanation and mathematical reasoning,"[3424, 5814, 1195, 266, 686, 1602, 975, 723, 604, 3348]"
19281,Mathematical ceiling operations,[]
19292,Aggregation and summation concepts,[]
19322,Mathematical reasoning,[]
19324,Mathematical operations requiring special handling,[]
19327,Multiples in mathematical contexts,[]
19331,Numbers in mathematical reasoning,[]
19337,Parametric variable t in mathematical and programming contexts,[]
19368,Mathematical operations in algorithmic problem solving,"[1348, 5749, 1127, 2468, 2870, 2478, 2238, 2627, 11976, 1516]"
19370,Mathematical reasoning and algorithmic problem-solving,[]
19384,Mathematical calculation and arithmetic operations,[]
19395,Mathematical reasoning and step-by-step problem solving,[]
19439,Mathematical operations and expressions,[]
19471,Mathematical and algorithmic explanation terminology,[]
19480,Mathematical calculations and algebraic expressions,[]
19489,Explaining programming solutions and algorithms,[]
19513,Mathematical problem solving,[]
19519,algorithm explanation and mathematical notation,[]
19526,Mathematical reasoning and step-by-step problem solving,[]
19530,Mathematical notation and algorithm reasoning,[]
19532,Mathematical reasoning connectors,[]
19550,Algorithm and computational problem-solving explanations,[]
19552,Programming problem solution explanation,[]
19578,Algorithm explanation in programming problems,[]
19582,Mathematical equivalence in explanations,[]
19649,Mathematical reasoning and notation,[]
19656,Mathematical reasoning in programming problems,[]
19661,Mathematical problem-solving reasoning,[]
19664,Mathematical reasoning and step-by-step calculation,[]
19676,Mathematical solution identification in problem-solving,[]
19679,small quantities and counting concepts,[]
19694,Mathematical calculation and algorithmic reasoning,[]
19702,Mathematical variables in algorithmic reasoning,[]
19721,Mathematical problem-solving contexts,[]
19724,Mathematical calculations and numerical reasoning,[]
19731,Numbers in programming and algorithmic contexts,[]
19741,Mathematical problem-solving reasoning,[]
19743,Programming problem-solving explanation,[]
19750,Geometric coordinates and points in mathematical contexts,[]
19772,Mathematical variable a,[]
19777,Mathematical algorithm explanations involving sums and efficient calculations,[]
19784,Inverse proportionality in mathematics,[]
19792,Mathematical problem solving,[]
19795,Variable and quantity tokens in computational problems,[]
19797,Mathematical halving operations and relationships,[]
19805,"Mathematical variables, especially 'a'",[]
19818,The number 8 in mathematical contexts,[]
19837,Mathematical reasoning with trigonometric functions,[]
19846,Mathematical and programming syntax elements,[]
19849,Multiplication by 2 in mathematical and programming contexts,[]
19851,Mathematical and programming symbols,[]
19862,Mathematical computation and calculation verbs,[]
19868,Numbers in algorithmic problem statements,[]
19887,Periods in mathematical explanations,[]
19919,Mathematical analysis focus points,[]
19922,Mathematical equality and operations in problem solving,[]
19936,Mathematical correspondences and transformations,[]
19944,Mathematical possibilities and ranges,[]
19960,Addition operations in mathematical reasoning,[]
19963,Detailed mathematical reasoning in thinking process,[]
19970,Mathematical reasoning steps,[]
19977,Addition operations in mathematical contexts,[]
19978,Algorithmic computation explanations,[]
19985,Problem modeling in mathematical reasoning,[]
19988,Mathematical comparison explanations,[]
19996,Mathematical reasoning and computation,[]
19997,Step-by-step mathematical reasoning,[]
20000,Code explanation for complex algorithmic problems,[]
20023,Algorithmic problem-solving explanations,[]
20031,Mathematical calculation tracking,[]
20046,"Mathematical and programming variables, especially b",[]
20064,Mathematical reasoning with specific numerical values,[]
20072,Mathematical property descriptions,[]
20075,Mathematical reasoning about equations and powers,[]
20076,Numbers in mathematical patterns and sequences,[]
20077,Mathematical operations and numerical values in algorithm problems,[]
20086,Minus signs and subtraction operations in mathematical contexts,[]
20092,Multiplication operations in mathematical explanations,[]
20093,The beginning of sentences in mathematical explanations,[]
20099,Mathematical reasoning and expression evaluation,[]
20102,Mathematical averaging operations,[]
20105,Mathematical explanations and time complexity analysis,[]
20106,Mathematical summation explanations,[]
20110,Problem understanding and analysis,[]
20127,Mathematical divisibility concepts,[]
20137,Numerical values in mathematical contexts,[]
20143,Mathematical operation results and transformations,[]
20148,Mathematical modeling and problem formalization,[]
20156,Mathematical operations in algorithmic solutions,[]
20158,Numbers in mathematical and algorithmic contexts,[]
20164,Mathematical expressions and variables in computational contexts,[]
20183,Problem statement introductory words,[]
20188,Mathematical reasoning,[]
20190,Mathematical reasoning and step-by-step problem solving,"[6580, 4884, 1183, 3263, 2137, 13285, 1620, 5393, 2965, 1455]"
20219,Small integers and numerical tokens in mathematical contexts,[]
20220,Variable assignment in mathematical code,[]
20223,Mathematical expressions and operations,[]
20235,mathematical reasoning and problem-solving,[]
20236,Mathematical reasoning transitions,[]
20241,The assistant is solving a mathematical problem,[]
20257,Logical and mathematical reasoning,[]
20261,Counting and enumeration in mathematical contexts,[]
20264,Mathematical notation in programming problems,[]
20272,Logical reasoning and mathematical problem-solving,[]
20280,Base case values in mathematical reasoning,[]
20299,Integer values in mathematical reasoning,[]
20307,Mathematical comparison and optimization reasoning,[]
20313,Mathematical calculation steps,[]
20345,Mathematical differences and subtraction operations,[]
20350,Mathematical minimum location descriptions,[]
20365,Small integers and mathematical operators in programming contexts,[]
20374,Mathematical problem solving,[]
20390,Mathematical variables in problem-solving contexts,[]
20396,Mathematical and logical identity relationships,[]
20397,Mathematical reasoning with algebraic expressions,[]
20409,Small integers in mathematical or programming contexts,[]
20410,Mathematical impossibility detection,[]
20423,analysis of artistic and complex concepts,[]
20429,Mathematical calculations and arithmetic operations,[]
20467,Subtraction and reduction operations in mathematical contexts,"[7767, 4135, 577, 3117, 2769, 14555, 4135, 1324, 8580, 1061]"
20480,Geometric problem descriptions,[]
20483,Programming variable names in mathematical contexts,[]
20487,Mathematical object definitions,[]
20492,Computational geometry concepts related to circles,[]
20495,Detailed algorithmic problem-solving explanations,[]
20500,Mathematical calculations in geometry problems,[]
20505,Algorithm explanation and case analysis,[]
20508,Algorithmic problem-solving explanations,[]
20513,Mathematical functions and variables in problem-solving,[]
20526,Technical problem-solving explanations,[]
20530,Numerical values in algorithmic reasoning,[]
20538,Example introduction in programming problems,[]
